accel_id,trip_id,timestamp,elapsed_seconds,acc_x_m_s2,acc_y_m_s2,acc_z_m_s2,accel_mag_m_s2,speed_kmh,event_label
ACC_TRIP002_00230,TRIP222,2024-02-06T07:18:50Z,230,-0.258,0.276,9.807,9.814,40.14,normal
ACC_TRIP002_00231,TRIP222,2024-02-06T07:18:51Z,231,0.323,0.068,9.988,9.994,40.29,normal
ACC_TRIP002_00232,TRIP222,2024-02-06T07:18:52Z,232,-0.241,-0.246,9.699,9.705,38.4,normal
ACC_TRIP002_00233,TRIP222,2024-02-06T07:18:53Z,233,-0.295,0.409,9.807,9.819,36.24,normal
ACC_TRIP002_00234,TRIP222,2024-02-06T07:18:54Z,234,-0.397,0.116,9.877,9.886,34.48,normal
ACC_TRIP002_00235,TRIP222,2024-02-06T07:18:55Z,235,-0.105,-0.42,9.7,9.71,32.55,normal
ACC_TRIP002_00236,TRIP222,2024-02-06T07:18:56Z,236,0.551,0.104,9.851,9.867,32.56,normal
ACC_TRIP002_00237,TRIP222,2024-02-06T07:18:57Z,237,0.292,-0.029,9.793,9.797,33.49,normal
ACC_TRIP002_00238,TRIP222,2024-02-06T07:18:58Z,238,0.338,-0.265,9.891,9.901,33.61,normal
ACC_TRIP002_00239,TRIP222,2024-02-06T07:18:59Z,239,-0.307,0.228,9.831,9.839,33.18,normal
ACC_TRIP002_00240,TRIP222,2024-02-06T07:19:00Z,240,-0.423,-0.05,9.833,9.842,32.36,normal
ACC_TRIP002_00241,TRIP222,2024-02-06T07:19:01Z,241,-0.467,0.384,9.903,9.921,29.95,normal
ACC_TRIP002_00242,TRIP222,2024-02-06T07:19:02Z,242,-0.227,-0.433,9.735,9.747,29.09,normal
ACC_TRIP002_00243,TRIP222,2024-02-06T07:19:03Z,243,0.548,0.171,9.859,9.876,29.75,normal
ACC_TRIP002_00244,TRIP222,2024-02-06T07:19:04Z,244,-0.564,0.245,9.795,9.814,28.69,normal
ACC_TRIP002_00245,TRIP222,2024-02-06T07:19:05Z,245,-0.363,-0.323,9.711,9.723,27.43,normal
ACC_TRIP002_00246,TRIP222,2024-02-06T07:19:06Z,246,0.233,-0.191,9.664,9.668,26.58,normal
ACC_TRIP002_00247,TRIP222,2024-02-06T07:19:07Z,247,-0.069,-0.495,9.774,9.787,25.26,normal
ACC_TRIP002_00248,TRIP222,2024-02-06T07:19:08Z,248,-0.173,0.362,9.754,9.762,24.24,normal
ACC_TRIP002_00249,TRIP222,2024-02-06T07:19:09Z,249,-0.117,0.088,9.979,9.98,22.56,normal
ACC_TRIP002_00250,TRIP222,2024-02-06T07:19:10Z,250,0.131,0.152,9.799,9.801,23.3,normal
ACC_TRIP002_00251,TRIP222,2024-02-06T07:19:11Z,251,0.293,-0.233,9.699,9.707,21.62,normal
ACC_TRIP002_00252,TRIP222,2024-02-06T07:19:12Z,252,0.091,-0.068,9.786,9.787,23.34,normal
ACC_TRIP002_00253,TRIP222,2024-02-06T07:19:13Z,253,-0.018,0.12,9.673,9.674,22.07,normal
ACC_TRIP002_00254,TRIP222,2024-02-06T07:19:14Z,254,0.087,0.082,9.687,9.688,25.62,normal
ACC_TRIP002_00255,TRIP222,2024-02-06T07:19:15Z,255,0.264,-0.316,9.894,9.903,24.75,normal
ACC_TRIP002_00256,TRIP222,2024-02-06T07:19:16Z,256,-0.259,0.596,10.019,10.04,25.76,normal
ACC_TRIP002_00257,TRIP222,2024-02-06T07:19:17Z,257,-0.042,0.003,9.766,9.766,28.64,normal
ACC_TRIP002_00258,TRIP222,2024-02-06T07:19:18Z,258,-0.142,0.011,9.825,9.826,28.56,normal
ACC_TRIP002_00259,TRIP222,2024-02-06T07:19:19Z,259,-0.024,0.068,9.772,9.772,28.36,normal
ACC_TRIP002_00260,TRIP222,2024-02-06T07:19:20Z,260,0.206,-0.003,9.803,9.805,30.98,normal
ACC_TRIP002_00261,TRIP222,2024-02-06T07:19:21Z,261,-0.15,0.146,10.001,10.003,30.95,normal
ACC_TRIP002_00262,TRIP222,2024-02-06T07:19:22Z,262,0.396,0.032,9.679,9.687,34.44,normal
ACC_TRIP002_00263,TRIP222,2024-02-06T07:19:23Z,263,0.085,0.356,9.698,9.705,35.03,normal
ACC_TRIP002_00264,TRIP222,2024-02-06T07:19:24Z,264,-0.075,0.172,9.929,9.931,32.56,normal
ACC_TRIP002_00265,TRIP222,2024-02-06T07:19:25Z,265,0.341,-0.052,9.709,9.715,32.93,normal
ACC_TRIP002_00266,TRIP222,2024-02-06T07:19:26Z,266,0.229,0.031,9.772,9.775,32.77,normal
ACC_TRIP002_00267,TRIP222,2024-02-06T07:19:27Z,267,-0.29,0.031,9.853,9.858,34.45,normal
ACC_TRIP002_00268,TRIP222,2024-02-06T07:19:28Z,268,-0.214,0.399,9.8,9.81,35.14,normal
ACC_TRIP002_00269,TRIP222,2024-02-06T07:19:29Z,269,0.021,0.316,9.833,9.838,34.03,normal
ACC_TRIP002_00270,TRIP222,2024-02-06T07:19:30Z,270,-0.147,0.045,9.691,9.693,33.04,normal
ACC_TRIP002_00271,TRIP222,2024-02-06T07:19:31Z,271,-0.596,-0.288,9.824,9.847,34.51,normal
ACC_TRIP002_00272,TRIP222,2024-02-06T07:19:32Z,272,0.294,-0.149,9.839,9.844,34.43,normal
ACC_TRIP002_00273,TRIP222,2024-02-06T07:19:33Z,273,-0.143,0.054,9.817,9.819,33.58,normal
ACC_TRIP002_00274,TRIP222,2024-02-06T07:19:34Z,274,0.48,0.15,9.765,9.778,31.29,normal
ACC_TRIP002_00275,TRIP222,2024-02-06T07:19:35Z,275,-0.185,0.165,9.807,9.81,33.01,normal
ACC_TRIP002_00276,TRIP222,2024-02-06T07:19:36Z,276,-0.002,0.331,9.716,9.721,32.61,normal
ACC_TRIP002_00277,TRIP222,2024-02-06T07:19:37Z,277,-0.088,0.519,9.69,9.704,30.99,normal
ACC_TRIP002_00278,TRIP222,2024-02-06T07:19:38Z,278,-0.328,0.395,9.769,9.782,31.5,normal
ACC_TRIP002_00279,TRIP222,2024-02-06T07:19:39Z,279,-0.288,0.017,9.791,9.795,33.17,normal
ACC_TRIP002_00280,TRIP222,2024-02-06T07:19:40Z,280,-0.501,0.941,9.733,9.791,33.63,normal
ACC_TRIP002_00281,TRIP222,2024-02-06T07:19:41Z,281,0.09,0.049,9.774,9.775,32.51,normal
ACC_TRIP002_00282,TRIP222,2024-02-06T07:19:42Z,282,-0.231,-0.622,9.809,9.832,32.43,normal
ACC_TRIP002_00283,TRIP222,2024-02-06T07:19:43Z,283,-0.008,-0.056,9.816,9.816,31.02,normal
ACC_TRIP002_00284,TRIP222,2024-02-06T07:19:44Z,284,-0.078,-0.183,9.708,9.71,31.95,normal
ACC_TRIP002_00285,TRIP222,2024-02-06T07:19:45Z,285,0.502,-0.072,9.848,9.861,31.74,normal
ACC_TRIP002_00286,TRIP222,2024-02-06T07:19:46Z,286,0.393,-0.311,9.73,9.743,33.31,normal
ACC_TRIP002_00287,TRIP222,2024-02-06T07:19:47Z,287,0.176,0.313,9.8,9.807,32.81,normal
ACC_TRIP002_00288,TRIP222,2024-02-06T07:19:48Z,288,-0.105,-0.052,9.965,9.966,32.58,normal
ACC_TRIP002_00289,TRIP222,2024-02-06T07:19:49Z,289,-0.29,-0.061,9.737,9.741,34.89,normal
ACC_TRIP002_00290,TRIP222,2024-02-06T07:19:50Z,290,-0.21,0.159,9.616,9.619,33.75,normal
ACC_TRIP002_00291,TRIP222,2024-02-06T07:19:51Z,291,0.077,-0.004,9.83,9.83,31.7,normal
ACC_TRIP002_00292,TRIP222,2024-02-06T07:19:52Z,292,-0.238,0.031,9.871,9.874,29.32,normal
ACC_TRIP002_00293,TRIP222,2024-02-06T07:19:53Z,293,-0.256,0.45,9.852,9.865,30.76,normal
ACC_TRIP002_00294,TRIP222,2024-02-06T07:19:54Z,294,0.495,0.187,9.828,9.842,28.77,normal
ACC_TRIP002_00295,TRIP222,2024-02-06T07:19:55Z,295,-0.023,0.073,9.878,9.878,31.74,normal
ACC_TRIP002_00296,TRIP222,2024-02-06T07:19:56Z,296,0.138,0.372,9.679,9.687,33.2,normal
ACC_TRIP002_00297,TRIP222,2024-02-06T07:19:57Z,297,-0.245,-0.177,10.014,10.018,35.0,normal
ACC_TRIP002_00298,TRIP222,2024-02-06T07:19:58Z,298,0.165,-0.179,9.721,9.724,34.37,normal
ACC_TRIP002_00299,TRIP222,2024-02-06T07:19:59Z,299,0.515,-0.492,9.736,9.762,31.86,normal
ACC_TRIP002_00300,TRIP222,2024-02-06T07:20:00Z,300,0.046,0.296,9.933,9.937,31.03,normal
ACC_TRIP002_00301,TRIP222,2024-02-06T07:20:01Z,301,-0.126,-0.175,9.832,9.834,31.71,normal
ACC_TRIP002_00302,TRIP222,2024-02-06T07:20:02Z,302,0.32,0.046,9.842,9.848,34.83,normal
ACC_TRIP002_00303,TRIP222,2024-02-06T07:20:03Z,303,-0.019,0.047,9.706,9.707,37.24,normal
ACC_TRIP002_00304,TRIP222,2024-02-06T07:20:04Z,304,-0.047,-0.369,9.834,9.841,35.49,normal
ACC_TRIP002_00305,TRIP222,2024-02-06T07:20:05Z,305,0.102,0.706,9.777,9.803,34.86,normal
ACC_TRIP002_00306,TRIP222,2024-02-06T07:20:06Z,306,-0.121,-0.385,9.871,9.88,32.4,normal
ACC_TRIP002_00307,TRIP222,2024-02-06T07:20:07Z,307,-0.036,-0.281,9.878,9.882,33.59,normal
ACC_TRIP002_00308,TRIP222,2024-02-06T07:20:08Z,308,-0.013,-0.253,9.963,9.966,33.91,normal
ACC_TRIP002_00309,TRIP222,2024-02-06T07:20:09Z,309,0.186,-0.072,9.699,9.701,34.02,normal
ACC_TRIP002_00310,TRIP222,2024-02-06T07:20:10Z,310,-0.726,0.628,9.778,9.825,34.18,normal
ACC_TRIP002_00311,TRIP222,2024-02-06T07:20:11Z,311,0.152,0.456,9.83,9.842,33.46,normal
ACC_TRIP002_00312,TRIP222,2024-02-06T07:20:12Z,312,-0.424,-0.215,9.702,9.713,33.15,normal
ACC_TRIP002_00313,TRIP222,2024-02-06T07:20:13Z,313,0.097,0.26,9.782,9.786,32.85,normal
ACC_TRIP002_00314,TRIP222,2024-02-06T07:20:14Z,314,-0.485,-0.376,9.977,9.996,32.96,normal
ACC_TRIP002_00315,TRIP222,2024-02-06T07:20:15Z,315,-0.497,0.111,9.793,9.807,33.81,normal
ACC_TRIP002_00316,TRIP222,2024-02-06T07:20:16Z,316,-0.31,-0.752,9.685,9.719,35.97,normal
ACC_TRIP002_00317,TRIP222,2024-02-06T07:20:17Z,317,0.341,0.101,9.778,9.784,36.49,normal
ACC_TRIP002_00318,TRIP222,2024-02-06T07:20:18Z,318,-0.416,-0.187,9.855,9.866,39.51,normal
ACC_TRIP002_00319,TRIP222,2024-02-06T07:20:19Z,319,-0.212,0.368,9.745,9.754,41.06,normal
ACC_TRIP002_00320,TRIP222,2024-02-06T07:20:20Z,320,-0.077,-0.108,9.793,9.794,41.57,normal
ACC_TRIP002_00321,TRIP222,2024-02-06T07:20:21Z,321,0.476,-0.033,9.922,9.934,42.07,normal
ACC_TRIP002_00322,TRIP222,2024-02-06T07:20:22Z,322,0.321,-0.287,9.875,9.885,43.57,normal
ACC_TRIP002_00323,TRIP222,2024-02-06T07:20:23Z,323,0.096,-0.047,9.958,9.958,44.16,normal
ACC_TRIP002_00324,TRIP222,2024-02-06T07:20:24Z,324,-0.023,-0.18,9.88,9.882,43.5,normal
ACC_TRIP002_00325,TRIP222,2024-02-06T07:20:25Z,325,-0.421,-0.3,10.012,10.026,42.12,normal
ACC_TRIP002_00326,TRIP222,2024-02-06T07:20:26Z,326,-0.314,0.106,9.71,9.716,43.29,normal
ACC_TRIP002_00327,TRIP222,2024-02-06T07:20:27Z,327,0.074,-0.461,9.814,9.825,41.47,normal
ACC_TRIP002_00328,TRIP222,2024-02-06T07:20:28Z,328,0.385,0.206,9.917,9.926,40.31,normal
ACC_TRIP002_00329,TRIP222,2024-02-06T07:20:29Z,329,0.275,-0.223,9.725,9.731,41.84,normal
ACC_TRIP002_00330,TRIP222,2024-02-06T07:20:30Z,330,0.466,-0.02,9.903,9.914,41.42,normal
ACC_TRIP002_00331,TRIP222,2024-02-06T07:20:31Z,331,-0.152,0.422,9.743,9.753,42.14,normal
ACC_TRIP002_00332,TRIP222,2024-02-06T07:20:32Z,332,-0.203,0.812,9.618,9.654,42.3,normal
ACC_TRIP002_00333,TRIP222,2024-02-06T07:20:33Z,333,0.052,-0.077,9.992,9.992,42.66,normal
ACC_TRIP002_00334,TRIP222,2024-02-06T07:20:34Z,334,-0.569,0.638,9.888,9.925,43.15,normal
ACC_TRIP002_00335,TRIP222,2024-02-06T07:20:35Z,335,0.324,-0.33,9.838,9.849,43.78,normal
ACC_TRIP002_00336,TRIP222,2024-02-06T07:20:36Z,336,-0.019,-0.612,9.95,9.969,43.96,normal
ACC_TRIP002_00337,TRIP222,2024-02-06T07:20:37Z,337,-0.417,-0.015,9.677,9.686,44.29,normal
ACC_TRIP002_00338,TRIP222,2024-02-06T07:20:38Z,338,-0.17,0.097,9.781,9.783,45.24,normal
ACC_TRIP002_00339,TRIP222,2024-02-06T07:20:39Z,339,0.285,-0.562,9.8,9.82,46.41,normal
ACC_TRIP002_00340,TRIP222,2024-02-06T07:20:40Z,340,0.868,0.088,9.716,9.755,43.5,normal
ACC_TRIP002_00341,TRIP222,2024-02-06T07:20:41Z,341,-0.026,-0.417,9.879,9.888,44.36,normal
ACC_TRIP002_00342,TRIP222,2024-02-06T07:20:42Z,342,0.188,0.358,9.841,9.849,43.73,normal
ACC_TRIP002_00343,TRIP222,2024-02-06T07:20:43Z,343,0.077,-0.395,9.844,9.852,44.85,normal
ACC_TRIP002_00344,TRIP222,2024-02-06T07:20:44Z,344,-0.083,-0.236,9.738,9.741,44.79,normal
ACC_TRIP002_00345,TRIP222,2024-02-06T07:20:45Z,345,0.277,0.071,9.752,9.756,45.44,normal
ACC_TRIP002_00346,TRIP222,2024-02-06T07:20:46Z,346,0.122,-0.078,9.953,9.954,43.88,normal
ACC_TRIP002_00347,TRIP222,2024-02-06T07:20:47Z,347,-0.227,0.053,9.98,9.983,43.47,normal
ACC_TRIP002_00348,TRIP222,2024-02-06T07:20:48Z,348,-0.108,0.072,9.645,9.646,44.0,normal
ACC_TRIP002_00349,TRIP222,2024-02-06T07:20:49Z,349,-0.461,-0.363,9.817,9.835,44.63,normal
ACC_TRIP002_00350,TRIP222,2024-02-06T07:20:50Z,350,0.44,0.422,9.881,9.9,44.33,normal
ACC_TRIP002_00351,TRIP222,2024-02-06T07:20:51Z,351,0.357,0.179,9.79,9.798,47.09,normal
ACC_TRIP002_00352,TRIP222,2024-02-06T07:20:52Z,352,0.245,-0.452,9.82,9.834,47.02,normal
ACC_TRIP002_00353,TRIP222,2024-02-06T07:20:53Z,353,-0.658,0.191,9.843,9.866,46.24,normal
ACC_TRIP002_00354,TRIP222,2024-02-06T07:20:54Z,354,0.06,-0.022,9.762,9.763,46.97,normal
ACC_TRIP002_00355,TRIP222,2024-02-06T07:20:55Z,355,0.479,-0.025,9.91,9.922,48.52,normal
ACC_TRIP002_00356,TRIP222,2024-02-06T07:20:56Z,356,0.351,-0.141,9.717,9.724,49.91,normal
ACC_TRIP002_00357,TRIP222,2024-02-06T07:20:57Z,357,0.257,0.15,9.835,9.84,50.51,normal
ACC_TRIP002_00358,TRIP222,2024-02-06T07:20:58Z,358,-0.044,0.222,9.761,9.764,51.1,normal
ACC_TRIP002_00359,TRIP222,2024-02-06T07:20:59Z,359,0.281,0.303,9.863,9.872,49.4,normal
ACC_TRIP002_00360,TRIP222,2024-02-06T07:21:00Z,360,0.222,0.758,9.906,9.938,49.5,normal
ACC_TRIP002_00361,TRIP222,2024-02-06T07:21:01Z,361,-0.078,-0.009,9.905,9.906,51.62,normal
ACC_TRIP002_00362,TRIP222,2024-02-06T07:21:02Z,362,0.346,-0.791,9.684,9.722,50.88,normal
ACC_TRIP002_00363,TRIP222,2024-02-06T07:21:03Z,363,0.262,-0.065,9.732,9.736,47.59,normal
ACC_TRIP002_00364,TRIP222,2024-02-06T07:21:04Z,364,0.056,0.419,9.594,9.603,45.18,normal
ACC_TRIP002_00365,TRIP222,2024-02-06T07:21:05Z,365,0.015,-0.168,9.748,9.749,43.78,normal
ACC_TRIP002_00366,TRIP222,2024-02-06T07:21:06Z,366,0.724,-0.198,9.917,9.945,43.97,normal
ACC_TRIP002_00367,TRIP222,2024-02-06T07:21:07Z,367,0.021,-0.28,9.952,9.956,44.31,normal
ACC_TRIP002_00368,TRIP222,2024-02-06T07:21:08Z,368,0.177,0.027,9.805,9.807,43.65,normal
ACC_TRIP002_00369,TRIP222,2024-02-06T07:21:09Z,369,-0.122,-0.039,9.768,9.769,44.28,normal
ACC_TRIP002_00370,TRIP222,2024-02-06T07:21:10Z,370,0.37,0.497,9.994,10.013,45.1,normal
ACC_TRIP002_00371,TRIP222,2024-02-06T07:21:11Z,371,-0.151,0.016,9.618,9.619,43.98,normal
ACC_TRIP002_00372,TRIP222,2024-02-06T07:21:12Z,372,0.028,0.501,9.888,9.901,45.2,normal
ACC_TRIP002_00373,TRIP222,2024-02-06T07:21:13Z,373,0.19,-0.042,9.781,9.783,46.75,normal
ACC_TRIP002_00374,TRIP222,2024-02-06T07:21:14Z,374,0.384,-0.104,9.797,9.805,44.07,normal
ACC_TRIP002_00375,TRIP222,2024-02-06T07:21:15Z,375,0.054,0.063,9.823,9.824,43.66,normal
ACC_TRIP002_00376,TRIP222,2024-02-06T07:21:16Z,376,0.492,0.449,9.813,9.835,43.27,normal
ACC_TRIP002_00377,TRIP222,2024-02-06T07:21:17Z,377,0.214,-0.253,9.878,9.884,43.58,normal
ACC_TRIP002_00378,TRIP222,2024-02-06T07:21:18Z,378,-0.083,-0.289,9.808,9.813,43.67,normal
ACC_TRIP002_00379,TRIP222,2024-02-06T07:21:19Z,379,0.068,0.048,9.802,9.802,42.79,normal
ACC_TRIP002_00380,TRIP222,2024-02-06T07:21:20Z,380,0.187,-0.193,9.665,9.669,41.72,normal
ACC_TRIP002_00381,TRIP222,2024-02-06T07:21:21Z,381,0.036,-0.461,9.736,9.747,41.77,normal
ACC_TRIP002_00382,TRIP222,2024-02-06T07:21:22Z,382,0.175,0.498,9.729,9.744,38.92,normal
ACC_TRIP002_00383,TRIP222,2024-02-06T07:21:23Z,383,0.259,-0.073,9.824,9.828,38.02,normal
ACC_TRIP002_00384,TRIP222,2024-02-06T07:21:24Z,384,0.228,-0.368,9.865,9.875,36.14,normal
ACC_TRIP002_00385,TRIP222,2024-02-06T07:21:25Z,385,0.606,-0.145,9.786,9.806,35.14,normal
ACC_TRIP002_00386,TRIP222,2024-02-06T07:21:26Z,386,-0.236,-0.19,9.854,9.858,34.73,normal
ACC_TRIP002_00387,TRIP222,2024-02-06T07:21:27Z,387,-0.1,-0.137,9.878,9.879,35.12,normal
ACC_TRIP002_00388,TRIP222,2024-02-06T07:21:28Z,388,-0.538,0.12,9.823,9.839,35.33,normal
ACC_TRIP002_00389,TRIP222,2024-02-06T07:21:29Z,389,-0.047,0.545,9.922,9.937,34.7,normal
ACC_TRIP002_00390,TRIP222,2024-02-06T07:21:30Z,390,0.215,0.341,9.821,9.829,33.46,normal
ACC_TRIP002_00391,TRIP222,2024-02-06T07:21:31Z,391,0.213,0.172,9.922,9.926,35.43,normal
ACC_TRIP002_00392,TRIP222,2024-02-06T07:21:32Z,392,0.368,-0.136,9.873,9.881,35.33,normal
ACC_TRIP002_00393,TRIP222,2024-02-06T07:21:33Z,393,0.697,-0.262,9.744,9.772,35.7,normal
ACC_TRIP002_00394,TRIP222,2024-02-06T07:21:34Z,394,0.304,0.246,9.885,9.893,34.31,normal
ACC_TRIP002_00395,TRIP222,2024-02-06T07:21:35Z,395,-0.195,-0.073,9.769,9.772,35.81,normal
ACC_TRIP002_00396,TRIP222,2024-02-06T07:21:36Z,396,0.088,-0.054,9.837,9.837,34.83,normal
ACC_TRIP002_00397,TRIP222,2024-02-06T07:21:37Z,397,-0.013,-0.293,9.811,9.815,36.67,normal
ACC_TRIP002_00398,TRIP222,2024-02-06T07:21:38Z,398,0.107,-0.235,9.643,9.647,40.06,normal
ACC_TRIP002_00399,TRIP222,2024-02-06T07:21:39Z,399,0.026,-0.26,9.651,9.655,39.86,normal
ACC_TRIP002_00400,TRIP222,2024-02-06T07:21:40Z,400,0.09,-0.065,9.607,9.607,40.28,normal
ACC_TRIP002_00401,TRIP222,2024-02-06T07:21:41Z,401,0.284,0.314,9.913,9.922,38.55,normal
ACC_TRIP002_00402,TRIP222,2024-02-06T07:21:42Z,402,-0.084,0.027,10.023,10.023,40.71,normal
ACC_TRIP002_00403,TRIP222,2024-02-06T07:21:43Z,403,0.191,-0.361,9.778,9.787,39.2,normal
ACC_TRIP002_00404,TRIP222,2024-02-06T07:21:44Z,404,-0.349,-0.15,9.834,9.841,35.8,normal
ACC_TRIP002_00405,TRIP222,2024-02-06T07:21:45Z,405,-0.262,-0.169,9.822,9.827,36.87,normal
ACC_TRIP002_00406,TRIP222,2024-02-06T07:21:46Z,406,0.349,0.178,9.944,9.952,33.83,normal
ACC_TRIP002_00407,TRIP222,2024-02-06T07:21:47Z,407,-0.203,0.331,9.765,9.773,33.59,normal
ACC_TRIP002_00408,TRIP222,2024-02-06T07:21:48Z,408,0.103,-0.198,9.82,9.822,31.41,normal
ACC_TRIP002_00409,TRIP222,2024-02-06T07:21:49Z,409,-0.228,0.263,9.671,9.677,29.87,normal
ACC_TRIP002_00410,TRIP222,2024-02-06T07:21:50Z,410,0.011,-0.181,9.939,9.941,30.4,normal
ACC_TRIP002_00411,TRIP222,2024-02-06T07:21:51Z,411,-0.092,0.023,9.787,9.787,32.35,normal
ACC_TRIP002_00412,TRIP222,2024-02-06T07:21:52Z,412,0.685,0.039,9.897,9.92,31.36,normal
ACC_TRIP002_00413,TRIP222,2024-02-06T07:21:53Z,413,0.246,-0.359,9.825,9.835,28.88,normal
ACC_TRIP002_00414,TRIP222,2024-02-06T07:21:54Z,414,-0.113,-0.103,9.715,9.716,29.34,normal
ACC_TRIP002_00415,TRIP222,2024-02-06T07:21:55Z,415,0.117,-0.003,10.005,10.006,27.84,normal
ACC_TRIP002_00416,TRIP222,2024-02-06T07:21:56Z,416,-0.464,0.203,9.79,9.803,27.81,normal
ACC_TRIP002_00417,TRIP222,2024-02-06T07:21:57Z,417,0.258,0.255,9.903,9.91,23.16,normal
ACC_TRIP002_00418,TRIP222,2024-02-06T07:21:58Z,418,-0.419,0.191,9.749,9.759,23.92,normal
ACC_TRIP002_00419,TRIP222,2024-02-06T07:21:59Z,419,-0.256,0.166,9.975,9.979,24.37,normal
ACC_TRIP002_00420,TRIP222,2024-02-06T07:22:00Z,420,0.258,-0.067,9.591,9.595,24.41,normal
ACC_TRIP002_00421,TRIP222,2024-02-06T07:22:01Z,421,0.056,0.118,9.718,9.719,24.72,normal
ACC_TRIP002_00422,TRIP222,2024-02-06T07:22:02Z,422,-0.161,-0.074,9.966,9.968,21.88,normal
ACC_TRIP002_00423,TRIP222,2024-02-06T07:22:03Z,423,-0.552,-0.103,9.814,9.831,22.71,normal
ACC_TRIP002_00424,TRIP222,2024-02-06T07:22:04Z,424,0.107,-0.402,9.727,9.736,23.13,normal
ACC_TRIP002_00425,TRIP222,2024-02-06T07:22:05Z,425,-0.01,-0.144,9.934,9.935,22.36,normal
ACC_TRIP002_00426,TRIP222,2024-02-06T07:22:06Z,426,-0.236,0.084,9.813,9.816,23.4,normal
ACC_TRIP002_00427,TRIP222,2024-02-06T07:22:07Z,427,-0.231,-0.05,9.767,9.769,21.57,normal
ACC_TRIP002_00428,TRIP222,2024-02-06T07:22:08Z,428,-0.346,-0.157,10.01,10.017,22.0,normal
ACC_TRIP002_00429,TRIP222,2024-02-06T07:22:09Z,429,-0.076,0.413,9.697,9.706,19.57,normal
ACC_TRIP002_00430,TRIP222,2024-02-06T07:22:10Z,430,-0.049,-0.326,9.818,9.824,21.81,normal
ACC_TRIP002_00431,TRIP222,2024-02-06T07:22:11Z,431,0.278,0.168,9.663,9.668,22.33,normal
ACC_TRIP002_00432,TRIP222,2024-02-06T07:22:12Z,432,-0.157,-0.055,9.747,9.749,21.05,normal
ACC_TRIP002_00433,TRIP222,2024-02-06T07:22:13Z,433,-0.473,-0.008,9.649,9.66,20.68,normal
ACC_TRIP002_00434,TRIP222,2024-02-06T07:22:14Z,434,0.217,-0.218,9.814,9.818,19.73,normal
ACC_TRIP002_00435,TRIP222,2024-02-06T07:22:15Z,435,0.098,0.029,9.657,9.657,17.96,normal
ACC_TRIP002_00436,TRIP222,2024-02-06T07:22:16Z,436,0.023,-0.2,9.694,9.696,17.87,normal
ACC_TRIP002_00437,TRIP222,2024-02-06T07:22:17Z,437,0.351,0.265,9.725,9.735,19.31,normal
ACC_TRIP002_00438,TRIP222,2024-02-06T07:22:18Z,438,0.093,-0.02,9.934,9.934,20.3,normal
ACC_TRIP002_00439,TRIP222,2024-02-06T07:22:19Z,439,0.418,-0.098,9.735,9.745,19.31,normal
ACC_TRIP002_00440,TRIP222,2024-02-06T07:22:20Z,440,-0.463,-0.406,9.766,9.786,19.9,normal
ACC_TRIP002_00441,TRIP222,2024-02-06T07:22:21Z,441,0.047,0.079,9.79,9.79,21.23,normal
ACC_TRIP002_00442,TRIP222,2024-02-06T07:22:22Z,442,-0.426,0.209,9.827,9.839,22.49,normal
ACC_TRIP002_00443,TRIP222,2024-02-06T07:22:23Z,443,0.429,0.208,9.827,9.838,20.61,normal
ACC_TRIP002_00444,TRIP222,2024-02-06T07:22:24Z,444,0.15,-0.283,9.822,9.827,22.88,normal
ACC_TRIP002_00445,TRIP222,2024-02-06T07:22:25Z,445,-0.194,0.337,9.613,9.621,22.69,normal
ACC_TRIP002_00446,TRIP222,2024-02-06T07:22:26Z,446,-0.174,0.28,9.657,9.663,26.84,normal
ACC_TRIP002_00447,TRIP222,2024-02-06T07:22:27Z,447,-0.492,-0.081,9.857,9.87,29.28,normal
ACC_TRIP002_00448,TRIP222,2024-02-06T07:22:28Z,448,0.28,0.258,9.781,9.788,31.39,normal
ACC_TRIP002_00449,TRIP222,2024-02-06T07:22:29Z,449,0.16,0.221,9.717,9.721,31.8,normal
ACC_TRIP002_00450,TRIP222,2024-02-06T07:22:30Z,450,0.12,0.098,9.897,9.899,31.1,normal
ACC_TRIP002_00451,TRIP222,2024-02-06T07:22:31Z,451,-0.197,-0.097,9.806,9.808,31.8,normal
ACC_TRIP002_00452,TRIP222,2024-02-06T07:22:32Z,452,0.075,-0.047,9.726,9.727,32.22,normal
ACC_TRIP002_00453,TRIP222,2024-02-06T07:22:33Z,453,-0.321,-0.301,9.922,9.932,32.31,normal
ACC_TRIP002_00454,TRIP222,2024-02-06T07:22:34Z,454,0.517,-0.24,9.698,9.715,31.75,normal
ACC_TRIP002_00455,TRIP222,2024-02-06T07:22:35Z,455,0.084,0.22,9.721,9.723,30.02,normal
ACC_TRIP002_00456,TRIP222,2024-02-06T07:22:36Z,456,-0.136,0.437,9.913,9.924,29.91,normal
ACC_TRIP002_00457,TRIP222,2024-02-06T07:22:37Z,457,0.182,-0.429,9.689,9.7,28.04,normal
ACC_TRIP002_00458,TRIP222,2024-02-06T07:22:38Z,458,-0.033,-0.225,9.767,9.77,28.98,normal
ACC_TRIP002_00459,TRIP222,2024-02-06T07:22:39Z,459,-0.749,0.232,9.719,9.75,30.39,normal
ACC_TRIP002_00460,TRIP222,2024-02-06T07:22:40Z,460,0.083,-0.201,9.945,9.947,28.6,normal
ACC_TRIP002_00461,TRIP222,2024-02-06T07:22:41Z,461,0.02,0.025,9.893,9.893,29.32,normal
