accel_id,trip_id,timestamp,elapsed_seconds,acc_x_m_s2,acc_y_m_s2,acc_z_m_s2,accel_mag_m_s2,speed_kmh,event_label
ACC_TRIP003_00231,TRIP223,2024-02-06T07:55:51Z,231,-0.198,0.417,9.677,9.688,14.31,normal
ACC_TRIP003_00232,TRIP223,2024-02-06T07:55:52Z,232,0.345,-0.275,9.879,9.889,13.75,normal
ACC_TRIP003_00233,TRIP223,2024-02-06T07:55:53Z,233,-0.181,0.152,9.711,9.714,12.59,normal
ACC_TRIP003_00234,TRIP223,2024-02-06T07:55:54Z,234,-0.383,-0.014,9.739,9.747,12.07,normal
ACC_TRIP003_00235,TRIP223,2024-02-06T07:55:55Z,235,-0.186,0.197,9.837,9.841,12.33,normal
ACC_TRIP003_00236,TRIP223,2024-02-06T07:55:56Z,236,0.345,0.14,10.083,10.09,9.83,normal
ACC_TRIP003_00237,TRIP223,2024-02-06T07:55:57Z,237,0.028,-0.096,9.675,9.676,7.6,normal
ACC_TRIP003_00238,TRIP223,2024-02-06T07:55:58Z,238,-0.27,-0.306,10.03,10.038,8.21,normal
ACC_TRIP003_00239,TRIP223,2024-02-06T07:55:59Z,239,-0.051,0.089,9.893,9.893,9.32,normal
ACC_TRIP003_00240,TRIP223,2024-02-06T07:56:00Z,240,-0.183,0.093,9.768,9.77,9.06,normal
ACC_TRIP003_00241,TRIP223,2024-02-06T07:56:01Z,241,-0.011,-0.552,9.855,9.871,10.62,normal
ACC_TRIP003_00242,TRIP223,2024-02-06T07:56:02Z,242,0.524,0.268,9.705,9.723,11.69,normal
ACC_TRIP003_00243,TRIP223,2024-02-06T07:56:03Z,243,0.371,0.207,9.746,9.755,12.63,normal
ACC_TRIP003_00244,TRIP223,2024-02-06T07:56:04Z,244,0.174,0.074,9.951,9.953,11.37,normal
ACC_TRIP003_00245,TRIP223,2024-02-06T07:56:05Z,245,-0.207,-0.242,9.881,9.886,11.62,normal
ACC_TRIP003_00246,TRIP223,2024-02-06T07:56:06Z,246,-0.139,0.141,9.865,9.867,13.05,normal
ACC_TRIP003_00247,TRIP223,2024-02-06T07:56:07Z,247,0.121,0.36,9.759,9.766,13.06,normal
ACC_TRIP003_00248,TRIP223,2024-02-06T07:56:08Z,248,0.464,0.241,9.704,9.719,12.5,normal
ACC_TRIP003_00249,TRIP223,2024-02-06T07:56:09Z,249,0.253,-0.045,9.771,9.775,14.06,normal
ACC_TRIP003_00250,TRIP223,2024-02-06T07:56:10Z,250,-0.268,0.131,9.823,9.827,12.21,normal
ACC_TRIP003_00251,TRIP223,2024-02-06T07:56:11Z,251,-0.033,-0.522,9.988,10.002,12.4,normal
ACC_TRIP003_00252,TRIP223,2024-02-06T07:56:12Z,252,0.081,-0.021,10.008,10.009,10.08,normal
ACC_TRIP003_00253,TRIP223,2024-02-06T07:56:13Z,253,-0.606,0.304,10.005,10.028,12.38,normal
ACC_TRIP003_00254,TRIP223,2024-02-06T07:56:14Z,254,0.007,-0.367,9.791,9.798,13.68,normal
ACC_TRIP003_00255,TRIP223,2024-02-06T07:56:15Z,255,0.084,0.478,9.861,9.873,11.19,normal
ACC_TRIP003_00256,TRIP223,2024-02-06T07:56:16Z,256,0.377,0.131,9.77,9.778,9.82,normal
ACC_TRIP003_00257,TRIP223,2024-02-06T07:56:17Z,257,-0.06,0.318,9.982,9.987,9.45,normal
ACC_TRIP003_00258,TRIP223,2024-02-06T07:56:18Z,258,-0.244,0.137,9.843,9.846,7.93,normal
ACC_TRIP003_00259,TRIP223,2024-02-06T07:56:19Z,259,0.278,-0.368,9.74,9.751,10.46,normal
ACC_TRIP003_00260,TRIP223,2024-02-06T07:56:20Z,260,-0.214,-0.141,9.824,9.827,11.06,normal
ACC_TRIP003_00261,TRIP223,2024-02-06T07:56:21Z,261,-0.058,0.159,9.851,9.853,12.96,normal
ACC_TRIP003_00262,TRIP223,2024-02-06T07:56:22Z,262,-0.064,0.139,9.896,9.897,11.5,normal
ACC_TRIP003_00263,TRIP223,2024-02-06T07:56:23Z,263,-0.011,-0.033,9.789,9.789,14.01,normal
ACC_TRIP003_00264,TRIP223,2024-02-06T07:56:24Z,264,-0.143,-0.082,9.73,9.731,14.27,normal
ACC_TRIP003_00265,TRIP223,2024-02-06T07:56:25Z,265,0.27,0.047,9.906,9.91,14.34,normal
ACC_TRIP003_00266,TRIP223,2024-02-06T07:56:26Z,266,-0.186,-0.466,9.694,9.707,15.77,normal
ACC_TRIP003_00267,TRIP223,2024-02-06T07:56:27Z,267,0.219,0.233,9.792,9.798,17.28,normal
ACC_TRIP003_00268,TRIP223,2024-02-06T07:56:28Z,268,-0.068,-0.247,9.818,9.821,17.57,normal
ACC_TRIP003_00269,TRIP223,2024-02-06T07:56:29Z,269,0.411,0.074,9.835,9.844,16.77,normal
ACC_TRIP003_00270,TRIP223,2024-02-06T07:56:30Z,270,-0.323,0.336,9.683,9.694,16.2,normal
ACC_TRIP003_00271,TRIP223,2024-02-06T07:56:31Z,271,-0.091,-0.226,9.852,9.855,17.23,normal
ACC_TRIP003_00272,TRIP223,2024-02-06T07:56:32Z,272,-0.153,0.447,9.864,9.875,17.21,normal
ACC_TRIP003_00273,TRIP223,2024-02-06T07:56:33Z,273,-0.105,0.509,9.762,9.776,17.18,normal
ACC_TRIP003_00274,TRIP223,2024-02-06T07:56:34Z,274,-0.108,0.11,9.878,9.88,15.18,normal
ACC_TRIP003_00275,TRIP223,2024-02-06T07:56:35Z,275,0.716,-0.198,9.809,9.837,16.97,normal
ACC_TRIP003_00276,TRIP223,2024-02-06T07:56:36Z,276,0.286,0.229,9.854,9.861,16.76,normal
ACC_TRIP003_00277,TRIP223,2024-02-06T07:56:37Z,277,-0.231,0.151,9.745,9.749,18.18,normal
ACC_TRIP003_00278,TRIP223,2024-02-06T07:56:38Z,278,-0.067,-0.191,9.697,9.699,18.07,normal
ACC_TRIP003_00279,TRIP223,2024-02-06T07:56:39Z,279,0.537,0.943,9.609,9.67,16.49,normal
ACC_TRIP003_00280,TRIP223,2024-02-06T07:56:40Z,280,0.035,-0.527,9.843,9.857,19.33,normal
ACC_TRIP003_00281,TRIP223,2024-02-06T07:56:41Z,281,0.238,-0.123,9.87,9.874,20.45,normal
ACC_TRIP003_00282,TRIP223,2024-02-06T07:56:42Z,282,0.043,-0.349,9.882,9.889,23.65,normal
ACC_TRIP003_00283,TRIP223,2024-02-06T07:56:43Z,283,0.26,0.386,9.911,9.922,24.65,normal
ACC_TRIP003_00284,TRIP223,2024-02-06T07:56:44Z,284,-0.415,0.016,9.574,9.583,26.05,normal
ACC_TRIP003_00285,TRIP223,2024-02-06T07:56:45Z,285,-0.24,-0.076,9.662,9.665,29.21,normal
ACC_TRIP003_00286,TRIP223,2024-02-06T07:56:46Z,286,-0.45,0.318,9.924,9.939,28.73,normal
ACC_TRIP003_00287,TRIP223,2024-02-06T07:56:47Z,287,0.572,0.076,9.821,9.838,28.42,normal
ACC_TRIP003_00288,TRIP223,2024-02-06T07:56:48Z,288,-0.343,0.022,9.871,9.877,29.84,normal
ACC_TRIP003_00289,TRIP223,2024-02-06T07:56:49Z,289,0.173,0.378,9.946,9.955,28.36,normal
ACC_TRIP003_00290,TRIP223,2024-02-06T07:56:50Z,290,-0.034,0.129,9.825,9.826,27.38,normal
ACC_TRIP003_00291,TRIP223,2024-02-06T07:56:51Z,291,0.027,0.318,9.74,9.745,27.61,normal
ACC_TRIP003_00292,TRIP223,2024-02-06T07:56:52Z,292,0.155,-0.016,9.802,9.803,27.71,normal
ACC_TRIP003_00293,TRIP223,2024-02-06T07:56:53Z,293,-0.065,-0.042,9.785,9.786,27.75,normal
ACC_TRIP003_00294,TRIP223,2024-02-06T07:56:54Z,294,0.096,0.102,9.761,9.763,28.56,normal
ACC_TRIP003_00295,TRIP223,2024-02-06T07:56:55Z,295,-0.071,0.616,9.878,9.897,30.19,normal
ACC_TRIP003_00296,TRIP223,2024-02-06T07:56:56Z,296,-0.157,-0.414,9.695,9.706,29.28,normal
ACC_TRIP003_00297,TRIP223,2024-02-06T07:56:57Z,297,-0.113,-0.329,9.921,9.927,29.32,normal
ACC_TRIP003_00298,TRIP223,2024-02-06T07:56:58Z,298,0.209,0.025,9.752,9.754,30.48,normal
ACC_TRIP003_00299,TRIP223,2024-02-06T07:56:59Z,299,0.154,0.3,9.875,9.881,27.66,normal
ACC_TRIP003_00300,TRIP223,2024-02-06T07:57:00Z,300,-0.069,0.529,9.688,9.703,29.1,normal
ACC_TRIP003_00301,TRIP223,2024-02-06T07:57:01Z,301,0.647,-0.015,9.741,9.763,28.92,normal
ACC_TRIP003_00302,TRIP223,2024-02-06T07:57:02Z,302,0.077,-0.191,9.677,9.679,31.03,normal
ACC_TRIP003_00303,TRIP223,2024-02-06T07:57:03Z,303,0.089,0.856,9.875,9.912,30.4,pothole
ACC_TRIP003_00304,TRIP223,2024-02-06T07:57:04Z,304,0.319,0.491,9.788,9.805,31.84,normal
ACC_TRIP003_00305,TRIP223,2024-02-06T07:57:05Z,305,-0.23,0.338,9.946,9.954,30.31,normal
ACC_TRIP003_00306,TRIP223,2024-02-06T07:57:06Z,306,-0.546,0.024,9.724,9.74,25.07,normal
ACC_TRIP003_00307,TRIP223,2024-02-06T07:57:07Z,307,0.233,0.437,9.783,9.795,22.31,normal
ACC_TRIP003_00308,TRIP223,2024-02-06T07:57:08Z,308,-0.084,0.163,9.727,9.729,23.9,normal
ACC_TRIP003_00309,TRIP223,2024-02-06T07:57:09Z,309,-0.069,0.437,9.845,9.855,21.11,normal
ACC_TRIP003_00310,TRIP223,2024-02-06T07:57:10Z,310,-0.112,0.04,9.711,9.712,17.4,normal
ACC_TRIP003_00311,TRIP223,2024-02-06T07:57:11Z,311,0.158,-0.404,9.872,9.882,15.26,normal
ACC_TRIP003_00312,TRIP223,2024-02-06T07:57:12Z,312,0.111,0.144,9.94,9.941,15.77,normal
ACC_TRIP003_00313,TRIP223,2024-02-06T07:57:13Z,313,-0.254,-0.28,9.974,9.981,17.15,normal
ACC_TRIP003_00314,TRIP223,2024-02-06T07:57:14Z,314,0.629,0.186,9.744,9.766,17.29,normal
ACC_TRIP003_00315,TRIP223,2024-02-06T07:57:15Z,315,0.761,0.147,9.806,9.836,16.67,normal
ACC_TRIP003_00316,TRIP223,2024-02-06T07:57:16Z,316,0.035,-0.053,9.743,9.744,15.75,normal
ACC_TRIP003_00317,TRIP223,2024-02-06T07:57:17Z,317,-0.346,-0.539,9.875,9.896,14.55,normal
ACC_TRIP003_00318,TRIP223,2024-02-06T07:57:18Z,318,-0.502,0.133,9.943,9.957,14.23,normal
ACC_TRIP003_00319,TRIP223,2024-02-06T07:57:19Z,319,0.531,0.33,9.702,9.722,14.18,normal
ACC_TRIP003_00320,TRIP223,2024-02-06T07:57:20Z,320,0.43,0.087,9.696,9.705,17.61,normal
ACC_TRIP003_00321,TRIP223,2024-02-06T07:57:21Z,321,0.001,0.364,9.791,9.797,16.55,normal
ACC_TRIP003_00322,TRIP223,2024-02-06T07:57:22Z,322,-0.126,-0.276,9.865,9.869,16.16,normal
ACC_TRIP003_00323,TRIP223,2024-02-06T07:57:23Z,323,0.091,0.291,9.786,9.791,18.78,normal
ACC_TRIP003_00324,TRIP223,2024-02-06T07:57:24Z,324,-0.048,0.064,9.693,9.693,20.11,normal
ACC_TRIP003_00325,TRIP223,2024-02-06T07:57:25Z,325,0.024,-0.076,9.776,9.776,20.6,normal
ACC_TRIP003_00326,TRIP223,2024-02-06T07:57:26Z,326,0.292,0.067,9.797,9.802,18.27,normal
ACC_TRIP003_00327,TRIP223,2024-02-06T07:57:27Z,327,0.335,0.039,9.639,9.645,19.58,normal
ACC_TRIP003_00328,TRIP223,2024-02-06T07:57:28Z,328,0.241,0.051,9.793,9.796,21.06,normal
ACC_TRIP003_00329,TRIP223,2024-02-06T07:57:29Z,329,0.191,-0.205,9.749,9.753,18.97,normal
ACC_TRIP003_00330,TRIP223,2024-02-06T07:57:30Z,330,0.406,0.324,9.62,9.634,18.6,normal
ACC_TRIP003_00331,TRIP223,2024-02-06T07:57:31Z,331,-0.261,-0.08,9.962,9.966,16.35,normal
ACC_TRIP003_00332,TRIP223,2024-02-06T07:57:32Z,332,-0.033,0.213,9.724,9.726,16.9,normal
ACC_TRIP003_00333,TRIP223,2024-02-06T07:57:33Z,333,-0.133,0.41,9.761,9.771,17.05,normal
ACC_TRIP003_00334,TRIP223,2024-02-06T07:57:34Z,334,-0.362,0.11,9.857,9.864,16.74,normal
ACC_TRIP003_00335,TRIP223,2024-02-06T07:57:35Z,335,0.436,0.101,9.718,9.729,16.87,normal
ACC_TRIP003_00336,TRIP223,2024-02-06T07:57:36Z,336,0.435,-0.37,9.876,9.893,16.88,normal
ACC_TRIP003_00337,TRIP223,2024-02-06T07:57:37Z,337,0.298,0.387,9.77,9.782,19.23,normal
ACC_TRIP003_00338,TRIP223,2024-02-06T07:57:38Z,338,-0.189,-0.004,9.736,9.738,18.43,normal
ACC_TRIP003_00339,TRIP223,2024-02-06T07:57:39Z,339,0.729,-0.32,9.716,9.748,19.89,normal
ACC_TRIP003_00340,TRIP223,2024-02-06T07:57:40Z,340,-0.081,0.434,9.754,9.764,18.32,normal
ACC_TRIP003_00341,TRIP223,2024-02-06T07:57:41Z,341,-0.034,0.035,9.787,9.787,18.39,normal
ACC_TRIP003_00342,TRIP223,2024-02-06T07:57:42Z,342,0.233,0.418,10.134,10.145,20.0,normal
ACC_TRIP003_00343,TRIP223,2024-02-06T07:57:43Z,343,0.301,-0.208,9.78,9.787,17.11,normal
ACC_TRIP003_00344,TRIP223,2024-02-06T07:57:44Z,344,-0.468,-0.401,9.892,9.911,19.77,normal
ACC_TRIP003_00345,TRIP223,2024-02-06T07:57:45Z,345,0.421,0.095,9.632,9.642,19.72,normal
ACC_TRIP003_00346,TRIP223,2024-02-06T07:57:46Z,346,-0.123,0.19,9.797,9.799,18.09,normal
ACC_TRIP003_00347,TRIP223,2024-02-06T07:57:47Z,347,-0.102,0.213,9.991,9.994,19.32,normal
ACC_TRIP003_00348,TRIP223,2024-02-06T07:57:48Z,348,-0.521,0.055,9.902,9.916,19.04,normal
ACC_TRIP003_00349,TRIP223,2024-02-06T07:57:49Z,349,-0.138,0.185,9.7,9.703,15.49,normal
ACC_TRIP003_00350,TRIP223,2024-02-06T07:57:50Z,350,-0.023,-0.157,9.949,9.95,20.52,normal
ACC_TRIP003_00351,TRIP223,2024-02-06T07:57:51Z,351,0.059,0.655,10.017,10.039,21.31,normal
ACC_TRIP003_00352,TRIP223,2024-02-06T07:57:52Z,352,0.208,-0.046,9.827,9.829,18.95,normal
ACC_TRIP003_00353,TRIP223,2024-02-06T07:57:53Z,353,0.3,-0.189,9.836,9.842,17.99,normal
ACC_TRIP003_00354,TRIP223,2024-02-06T07:57:54Z,354,0.049,-0.151,10.009,10.01,19.31,normal
ACC_TRIP003_00355,TRIP223,2024-02-06T07:57:55Z,355,0.481,0.282,9.903,9.919,21.17,normal
ACC_TRIP003_00356,TRIP223,2024-02-06T07:57:56Z,356,0.305,0.165,9.631,9.637,20.75,normal
ACC_TRIP003_00357,TRIP223,2024-02-06T07:57:57Z,357,-0.066,-0.168,9.859,9.861,20.59,normal
ACC_TRIP003_00358,TRIP223,2024-02-06T07:57:58Z,358,-0.284,0.446,9.836,9.85,22.14,normal
ACC_TRIP003_00359,TRIP223,2024-02-06T07:57:59Z,359,0.641,0.0,9.844,9.865,19.27,normal
ACC_TRIP003_00360,TRIP223,2024-02-06T07:58:00Z,360,0.3,0.674,9.869,9.896,19.83,normal
ACC_TRIP003_00361,TRIP223,2024-02-06T07:58:01Z,361,-0.045,-0.052,10.034,10.034,18.81,normal
ACC_TRIP003_00362,TRIP223,2024-02-06T07:58:02Z,362,0.03,0.162,9.744,9.746,19.01,normal
ACC_TRIP003_00363,TRIP223,2024-02-06T07:58:03Z,363,0.007,-0.017,9.905,9.905,15.84,normal
ACC_TRIP003_00364,TRIP223,2024-02-06T07:58:04Z,364,-0.238,-0.482,10.031,10.045,15.51,normal
ACC_TRIP003_00365,TRIP223,2024-02-06T07:58:05Z,365,0.22,0.543,9.91,9.927,16.02,normal
ACC_TRIP003_00366,TRIP223,2024-02-06T07:58:06Z,366,0.133,-0.055,9.904,9.905,17.38,normal
ACC_TRIP003_00367,TRIP223,2024-02-06T07:58:07Z,367,-0.232,-0.216,9.666,9.671,14.38,normal
ACC_TRIP003_00368,TRIP223,2024-02-06T07:58:08Z,368,0.087,0.295,9.762,9.767,13.58,normal
ACC_TRIP003_00369,TRIP223,2024-02-06T07:58:09Z,369,-0.09,0.24,9.684,9.687,15.21,normal
ACC_TRIP003_00370,TRIP223,2024-02-06T07:58:10Z,370,-0.211,0.024,9.749,9.751,11.32,normal
ACC_TRIP003_00371,TRIP223,2024-02-06T07:58:11Z,371,0.11,0.308,9.794,9.799,12.04,normal
ACC_TRIP003_00372,TRIP223,2024-02-06T07:58:12Z,372,-0.439,-0.282,9.803,9.817,14.05,normal
ACC_TRIP003_00373,TRIP223,2024-02-06T07:58:13Z,373,-0.498,0.291,9.987,10.004,14.68,normal
ACC_TRIP003_00374,TRIP223,2024-02-06T07:58:14Z,374,0.29,0.213,9.742,9.749,16.92,normal
ACC_TRIP003_00375,TRIP223,2024-02-06T07:58:15Z,375,-0.747,-0.612,9.685,9.733,14.48,normal
ACC_TRIP003_00376,TRIP223,2024-02-06T07:58:16Z,376,-0.551,-0.683,9.862,9.901,14.33,normal
ACC_TRIP003_00377,TRIP223,2024-02-06T07:58:17Z,377,0.247,0.191,9.633,9.638,13.1,normal
ACC_TRIP003_00378,TRIP223,2024-02-06T07:58:18Z,378,-0.003,-0.492,9.856,9.868,12.31,normal
ACC_TRIP003_00379,TRIP223,2024-02-06T07:58:19Z,379,0.204,-0.028,10.076,10.078,10.66,normal
ACC_TRIP003_00380,TRIP223,2024-02-06T07:58:20Z,380,-0.017,0.448,9.754,9.764,9.4,normal
ACC_TRIP003_00381,TRIP223,2024-02-06T07:58:21Z,381,-0.14,0.024,9.815,9.816,13.28,normal
ACC_TRIP003_00382,TRIP223,2024-02-06T07:58:22Z,382,-0.084,0.258,9.741,9.744,12.7,normal
ACC_TRIP003_00383,TRIP223,2024-02-06T07:58:23Z,383,-0.008,-0.053,9.696,9.696,12.18,normal
ACC_TRIP003_00384,TRIP223,2024-02-06T07:58:24Z,384,-0.582,-0.433,9.832,9.859,12.75,normal
ACC_TRIP003_00385,TRIP223,2024-02-06T07:58:25Z,385,-0.162,-0.26,9.865,9.869,16.18,normal
ACC_TRIP003_00386,TRIP223,2024-02-06T07:58:26Z,386,-0.454,-0.108,9.765,9.776,17.26,normal
ACC_TRIP003_00387,TRIP223,2024-02-06T07:58:27Z,387,0.39,0.107,9.816,9.824,17.98,normal
ACC_TRIP003_00388,TRIP223,2024-02-06T07:58:28Z,388,-0.128,0.272,9.795,9.8,17.93,normal
ACC_TRIP003_00389,TRIP223,2024-02-06T07:58:29Z,389,-0.038,-0.077,9.813,9.814,21.28,normal
ACC_TRIP003_00390,TRIP223,2024-02-06T07:58:30Z,390,0.055,0.354,9.953,9.959,19.74,normal
ACC_TRIP003_00391,TRIP223,2024-02-06T07:58:31Z,391,-0.067,-0.336,9.639,9.645,18.91,normal
ACC_TRIP003_00392,TRIP223,2024-02-06T07:58:32Z,392,0.174,0.286,9.83,9.835,20.39,normal
ACC_TRIP003_00393,TRIP223,2024-02-06T07:58:33Z,393,0.038,-0.087,9.78,9.781,20.9,normal
ACC_TRIP003_00394,TRIP223,2024-02-06T07:58:34Z,394,-0.211,0.131,9.834,9.837,18.16,normal
ACC_TRIP003_00395,TRIP223,2024-02-06T07:58:35Z,395,-0.351,-0.623,9.692,9.718,17.4,normal
ACC_TRIP003_00396,TRIP223,2024-02-06T07:58:36Z,396,0.905,-0.461,9.839,9.891,16.83,normal
ACC_TRIP003_00397,TRIP223,2024-02-06T07:58:37Z,397,-0.154,0.333,9.837,9.844,16.12,normal
ACC_TRIP003_00398,TRIP223,2024-02-06T07:58:38Z,398,-0.297,-0.391,9.902,9.914,16.34,normal
ACC_TRIP003_00399,TRIP223,2024-02-06T07:58:39Z,399,0.177,-0.644,9.822,9.844,15.28,normal
ACC_TRIP003_00400,TRIP223,2024-02-06T07:58:40Z,400,0.111,-0.076,9.779,9.78,15.76,normal
ACC_TRIP003_00401,TRIP223,2024-02-06T07:58:41Z,401,-0.51,0.023,10.015,10.028,15.87,normal
ACC_TRIP003_00402,TRIP223,2024-02-06T07:58:42Z,402,-0.718,-0.075,9.791,9.818,16.97,normal
ACC_TRIP003_00403,TRIP223,2024-02-06T07:58:43Z,403,0.312,0.2,9.885,9.892,16.88,normal
ACC_TRIP003_00404,TRIP223,2024-02-06T07:58:44Z,404,-0.275,-0.249,9.789,9.797,16.48,normal
ACC_TRIP003_00405,TRIP223,2024-02-06T07:58:45Z,405,0.067,-0.385,9.765,9.773,18.46,normal
ACC_TRIP003_00406,TRIP223,2024-02-06T07:58:46Z,406,0.347,0.148,9.939,9.946,17.32,normal
ACC_TRIP003_00407,TRIP223,2024-02-06T07:58:47Z,407,-0.397,0.232,9.807,9.818,16.89,normal
ACC_TRIP003_00408,TRIP223,2024-02-06T07:58:48Z,408,-0.188,-0.526,9.785,9.801,17.57,normal
ACC_TRIP003_00409,TRIP223,2024-02-06T07:58:49Z,409,0.26,-0.259,9.884,9.891,18.51,normal
ACC_TRIP003_00410,TRIP223,2024-02-06T07:58:50Z,410,-0.05,0.195,9.637,9.639,17.7,normal
ACC_TRIP003_00411,TRIP223,2024-02-06T07:58:51Z,411,-0.039,0.103,9.938,9.938,18.39,normal
ACC_TRIP003_00412,TRIP223,2024-02-06T07:58:52Z,412,0.0,0.463,9.87,9.881,19.16,normal
ACC_TRIP003_00413,TRIP223,2024-02-06T07:58:53Z,413,-0.282,-0.512,9.666,9.684,18.68,normal
ACC_TRIP003_00414,TRIP223,2024-02-06T07:58:54Z,414,-0.175,-0.182,9.813,9.816,17.5,normal
ACC_TRIP003_00415,TRIP223,2024-02-06T07:58:55Z,415,0.079,0.114,9.923,9.924,19.57,normal
ACC_TRIP003_00416,TRIP223,2024-02-06T07:58:56Z,416,0.394,0.239,9.898,9.908,19.28,normal
ACC_TRIP003_00417,TRIP223,2024-02-06T07:58:57Z,417,0.35,-0.007,9.817,9.823,18.75,normal
ACC_TRIP003_00418,TRIP223,2024-02-06T07:58:58Z,418,-0.421,-0.313,10.023,10.037,15.34,normal
ACC_TRIP003_00419,TRIP223,2024-02-06T07:58:59Z,419,-0.153,0.143,9.787,9.789,15.77,normal
ACC_TRIP003_00420,TRIP223,2024-02-06T07:59:00Z,420,0.181,-0.272,9.837,9.842,16.84,normal
ACC_TRIP003_00421,TRIP223,2024-02-06T07:59:01Z,421,0.183,-0.196,9.714,9.718,17.61,normal
ACC_TRIP003_00422,TRIP223,2024-02-06T07:59:02Z,422,0.379,0.006,9.919,9.927,18.6,normal
ACC_TRIP003_00423,TRIP223,2024-02-06T07:59:03Z,423,-0.076,-0.28,9.958,9.962,17.53,normal
ACC_TRIP003_00424,TRIP223,2024-02-06T07:59:04Z,424,-0.313,0.306,9.743,9.753,17.62,normal
ACC_TRIP003_00425,TRIP223,2024-02-06T07:59:05Z,425,-0.795,0.351,9.804,9.842,19.2,normal
ACC_TRIP003_00426,TRIP223,2024-02-06T07:59:06Z,426,0.364,-0.452,9.816,9.833,18.73,normal
ACC_TRIP003_00427,TRIP223,2024-02-06T07:59:07Z,427,0.25,0.029,10.031,10.034,17.59,normal
ACC_TRIP003_00428,TRIP223,2024-02-06T07:59:08Z,428,0.337,0.283,9.554,9.564,17.63,normal
ACC_TRIP003_00429,TRIP223,2024-02-06T07:59:09Z,429,0.024,-0.018,9.795,9.795,16.77,normal
ACC_TRIP003_00430,TRIP223,2024-02-06T07:59:10Z,430,-0.231,-0.215,9.858,9.863,14.31,normal
ACC_TRIP003_00431,TRIP223,2024-02-06T07:59:11Z,431,0.036,0.081,9.939,9.94,16.14,normal
ACC_TRIP003_00432,TRIP223,2024-02-06T07:59:12Z,432,0.023,-0.1,9.621,9.622,16.5,normal
ACC_TRIP003_00433,TRIP223,2024-02-06T07:59:13Z,433,0.098,0.201,9.867,9.87,15.18,normal
ACC_TRIP003_00434,TRIP223,2024-02-06T07:59:14Z,434,0.183,-0.531,9.905,9.92,15.59,normal
ACC_TRIP003_00435,TRIP223,2024-02-06T07:59:15Z,435,0.811,0.486,9.93,9.975,14.54,normal
ACC_TRIP003_00436,TRIP223,2024-02-06T07:59:16Z,436,-0.17,-0.095,9.802,9.804,15.72,normal
ACC_TRIP003_00437,TRIP223,2024-02-06T07:59:17Z,437,-0.162,0.086,9.679,9.681,15.44,normal
ACC_TRIP003_00438,TRIP223,2024-02-06T07:59:18Z,438,-0.345,0.169,9.967,9.975,13.78,normal
ACC_TRIP003_00439,TRIP223,2024-02-06T07:59:19Z,439,-0.414,-0.718,9.738,9.773,13.89,normal
ACC_TRIP003_00440,TRIP223,2024-02-06T07:59:20Z,440,0.049,0.027,9.814,9.814,11.89,normal
ACC_TRIP003_00441,TRIP223,2024-02-06T07:59:21Z,441,0.08,-0.165,9.783,9.785,15.34,normal
ACC_TRIP003_00442,TRIP223,2024-02-06T07:59:22Z,442,-0.372,-0.183,9.836,9.845,16.14,normal
ACC_TRIP003_00443,TRIP223,2024-02-06T07:59:23Z,443,0.063,0.28,9.767,9.771,16.4,normal
ACC_TRIP003_00444,TRIP223,2024-02-06T07:59:24Z,444,-0.163,0.51,9.623,9.638,17.16,normal
ACC_TRIP003_00445,TRIP223,2024-02-06T07:59:25Z,445,-0.216,0.229,9.665,9.67,16.89,normal
ACC_TRIP003_00446,TRIP223,2024-02-06T07:59:26Z,446,-0.266,-0.042,9.95,9.954,15.67,normal
ACC_TRIP003_00447,TRIP223,2024-02-06T07:59:27Z,447,-0.22,0.266,10.026,10.032,16.25,normal
ACC_TRIP003_00448,TRIP223,2024-02-06T07:59:28Z,448,-0.143,-0.151,9.86,9.862,15.04,normal
ACC_TRIP003_00449,TRIP223,2024-02-06T07:59:29Z,449,0.195,0.424,9.776,9.787,16.2,normal
ACC_TRIP003_00450,TRIP223,2024-02-06T07:59:30Z,450,0.124,-0.112,9.701,9.703,15.77,normal
ACC_TRIP003_00451,TRIP223,2024-02-06T07:59:31Z,451,0.035,0.063,9.756,9.756,13.07,normal
ACC_TRIP003_00452,TRIP223,2024-02-06T07:59:32Z,452,0.613,0.361,9.883,9.909,12.08,normal
ACC_TRIP003_00453,TRIP223,2024-02-06T07:59:33Z,453,-0.134,0.76,9.74,9.771,15.29,normal
ACC_TRIP003_00454,TRIP223,2024-02-06T07:59:34Z,454,-0.037,-0.77,9.841,9.871,15.62,normal
ACC_TRIP003_00455,TRIP223,2024-02-06T07:59:35Z,455,0.054,-0.488,9.881,9.893,16.55,normal
ACC_TRIP003_00456,TRIP223,2024-02-06T07:59:36Z,456,-0.213,0.344,9.899,9.908,16.02,normal
ACC_TRIP003_00457,TRIP223,2024-02-06T07:59:37Z,457,0.451,0.448,9.781,9.802,14.35,normal
ACC_TRIP003_00458,TRIP223,2024-02-06T07:59:38Z,458,0.089,-0.342,9.783,9.789,10.91,normal
ACC_TRIP003_00459,TRIP223,2024-02-06T07:59:39Z,459,0.303,-0.127,9.834,9.839,13.38,normal
ACC_TRIP003_00460,TRIP223,2024-02-06T07:59:40Z,460,-0.245,-0.075,9.656,9.659,14.2,normal
ACC_TRIP003_00461,TRIP223,2024-02-06T07:59:41Z,461,-0.342,-0.178,9.751,9.759,12.29,normal
ACC_TRIP003_00462,TRIP223,2024-02-06T07:59:42Z,462,0.309,0.186,9.819,9.825,10.74,normal
