audio_id,trip_id,timestamp,elapsed_seconds,audio_level_db,audio_classification,sustained_duration_sec
AUD414,TRIP221,06-02-2024 06:06:53,413,51,quiet,0
AUD415,TRIP221,06-02-2024 06:06:54,414,56,normal,0
AUD416,TRIP221,06-02-2024 06:06:55,415,63,conversation,0
AUD417,TRIP221,06-02-2024 06:06:56,416,63,conversation,0
AUD418,TRIP221,06-02-2024 06:06:57,417,69,conversation,0
AUD419,TRIP221,06-02-2024 06:06:58,418,62,conversation,0
AUD420,TRIP221,06-02-2024 06:06:59,419,60,normal,0
AUD421,TRIP221,06-02-2024 06:07:00,420,94,very_loud,1
AUD422,TRIP221,06-02-2024 06:07:01,421,90,very_loud,2
AUD423,TRIP221,06-02-2024 06:07:02,422,86,loud,1
AUD424,TRIP221,06-02-2024 06:07:03,423,91,very_loud,1
AUD425,TRIP221,06-02-2024 06:07:04,424,89,loud,1
AUD426,TRIP221,06-02-2024 06:07:05,425,84,loud,2
AUD427,TRIP221,06-02-2024 06:07:06,426,97,argument,1
AUD428,TRIP221,06-02-2024 06:07:07,427,85,loud,1
AUD429,TRIP221,06-02-2024 06:07:08,428,95,argument,1
AUD430,TRIP221,06-02-2024 06:07:09,429,98,argument,2
AUD431,TRIP221,06-02-2024 06:07:10,430,94,very_loud,1
AUD432,TRIP221,06-02-2024 06:07:11,431,84,loud,1
AUD433,TRIP221,06-02-2024 06:07:12,432,87,loud,2
AUD434,TRIP221,06-02-2024 06:07:13,433,82,loud,3
AUD435,TRIP221,06-02-2024 06:07:14,434,91,very_loud,1
AUD436,TRIP221,06-02-2024 06:07:15,435,98,argument,1
AUD437,TRIP221,06-02-2024 06:07:16,436,84,loud,1
AUD438,TRIP221,06-02-2024 06:07:17,437,97,argument,1
AUD439,TRIP221,06-02-2024 06:07:18,438,86,loud,1
AUD440,TRIP221,06-02-2024 06:07:19,439,86,loud,2
AUD441,TRIP221,06-02-2024 06:07:20,440,89,loud,3
AUD442,TRIP221,06-02-2024 06:07:21,441,94,very_loud,1
AUD443,TRIP221,06-02-2024 06:07:22,442,89,loud,1
AUD444,TRIP221,06-02-2024 06:07:23,443,98,argument,1
AUD445,TRIP221,06-02-2024 06:07:24,444,91,very_loud,1
AUD446,TRIP221,06-02-2024 06:07:25,445,87,loud,1
AUD447,TRIP221,06-02-2024 06:07:26,446,87,loud,2
AUD448,TRIP221,06-02-2024 06:07:27,447,85,loud,3
AUD449,TRIP221,06-02-2024 06:07:28,448,83,loud,4
AUD450,TRIP221,06-02-2024 06:07:29,449,89,loud,5
AUD451,TRIP221,06-02-2024 06:07:30,450,96,argument,1
AUD452,TRIP221,06-02-2024 06:07:31,451,88,loud,1
AUD453,TRIP221,06-02-2024 06:07:32,452,98,argument,1
AUD454,TRIP221,06-02-2024 06:07:33,453,88,loud,1
AUD455,TRIP221,06-02-2024 06:07:34,454,88,loud,2
AUD456,TRIP221,06-02-2024 06:07:35,455,89,loud,3
AUD457,TRIP221,06-02-2024 06:07:36,456,84,loud,4
AUD458,TRIP221,06-02-2024 06:07:37,457,90,very_loud,1
AUD459,TRIP221,06-02-2024 06:07:38,458,89,loud,1
AUD460,TRIP221,06-02-2024 06:07:39,459,83,loud,2
AUD461,TRIP221,06-02-2024 06:07:40,460,82,loud,3
AUD462,TRIP221,06-02-2024 06:07:41,461,84,loud,4
AUD463,TRIP221,06-02-2024 06:07:42,462,94,very_loud,1
AUD464,TRIP221,06-02-2024 06:07:43,463,85,loud,1
AUD465,TRIP221,06-02-2024 06:07:44,464,98,argument,1
AUD466,TRIP221,06-02-2024 06:07:45,465,95,argument,2
AUD467,TRIP221,06-02-2024 06:07:46,466,90,very_loud,1
AUD468,TRIP221,06-02-2024 06:07:47,467,92,very_loud,2
AUD469,TRIP221,06-02-2024 06:07:48,468,89,loud,1
AUD470,TRIP221,06-02-2024 06:07:49,469,90,very_loud,1
AUD471,TRIP221,06-02-2024 06:07:50,470,91,very_loud,2
AUD472,TRIP221,06-02-2024 06:07:51,471,83,loud,1
AUD473,TRIP221,06-02-2024 06:07:52,472,98,argument,1
AUD474,TRIP221,06-02-2024 06:07:53,473,86,loud,1
AUD475,TRIP221,06-02-2024 06:07:54,474,88,loud,2
AUD476,TRIP221,06-02-2024 06:07:55,475,88,loud,3
AUD477,TRIP221,06-02-2024 06:07:56,476,98,argument,1
AUD478,TRIP221,06-02-2024 06:07:57,477,90,very_loud,1
AUD479,TRIP221,06-02-2024 06:07:58,478,95,argument,1
AUD480,TRIP221,06-02-2024 06:07:59,479,84,loud,1
AUD481,TRIP221,06-02-2024 06:08:00,480,82,loud,2
AUD482,TRIP221,06-02-2024 06:08:01,481,53,quiet,0
AUD483,TRIP221,06-02-2024 06:08:02,482,55,normal,0
AUD484,TRIP221,06-02-2024 06:08:03,483,54,quiet,0
AUD485,TRIP221,06-02-2024 06:08:04,484,52,quiet,0
AUD486,TRIP221,06-02-2024 06:08:05,485,62,conversation,0
AUD487,TRIP221,06-02-2024 06:08:06,486,65,conversation,0
AUD488,TRIP221,06-02-2024 06:08:07,487,55,normal,0
AUD489,TRIP221,06-02-2024 06:08:08,488,57,normal,0
AUD490,TRIP221,06-02-2024 06:08:09,489,68,conversation,0
AUD491,TRIP221,06-02-2024 06:08:10,490,58,normal,0
AUD492,TRIP221,06-02-2024 06:08:11,491,62,conversation,0
AUD493,TRIP221,06-02-2024 06:08:12,492,67,conversation,0
AUD494,TRIP221,06-02-2024 06:08:13,493,62,conversation,0
AUD495,TRIP221,06-02-2024 06:08:14,494,67,conversation,0
AUD496,TRIP221,06-02-2024 06:08:15,495,54,quiet,0
AUD497,TRIP221,06-02-2024 06:08:16,496,63,conversation,0
AUD498,TRIP221,06-02-2024 06:08:17,497,60,normal,0
AUD499,TRIP221,06-02-2024 06:08:18,498,69,conversation,0
AUD500,TRIP221,06-02-2024 06:08:19,499,70,conversation,0
AUD501,TRIP221,06-02-2024 06:08:20,500,65,conversation,0
AUD502,TRIP221,06-02-2024 06:08:21,501,64,conversation,0
AUD503,TRIP221,06-02-2024 06:08:22,502,54,quiet,0
AUD504,TRIP221,06-02-2024 06:08:23,503,63,conversation,0
AUD505,TRIP221,06-02-2024 06:08:24,504,66,conversation,0
AUD506,TRIP221,06-02-2024 06:08:25,505,56,normal,0
AUD507,TRIP221,06-02-2024 06:08:26,506,53,quiet,0
AUD508,TRIP221,06-02-2024 06:08:27,507,57,normal,0
AUD509,TRIP221,06-02-2024 06:08:28,508,63,conversation,0
AUD510,TRIP221,06-02-2024 06:08:29,509,54,quiet,0
AUD511,TRIP221,06-02-2024 06:08:30,510,62,conversation,0
AUD512,TRIP221,06-02-2024 06:08:31,511,66,conversation,0
AUD513,TRIP221,06-02-2024 06:08:32,512,63,conversation,0
AUD514,TRIP221,06-02-2024 06:08:33,513,66,conversation,0
AUD515,TRIP221,06-02-2024 06:08:34,514,62,conversation,0
AUD516,TRIP221,06-02-2024 06:08:35,515,61,normal,0
AUD517,TRIP221,06-02-2024 06:08:36,516,62,conversation,0
AUD518,TRIP221,06-02-2024 06:08:37,517,60,normal,0
AUD519,TRIP221,06-02-2024 06:08:38,518,68,conversation,0
AUD520,TRIP221,06-02-2024 06:08:39,519,65,conversation,0
AUD521,TRIP221,06-02-2024 06:08:40,520,52,quiet,0
AUD522,TRIP221,06-02-2024 06:08:41,521,67,conversation,0
AUD523,TRIP221,06-02-2024 06:08:42,522,51,quiet,0
AUD524,TRIP221,06-02-2024 06:08:43,523,61,normal,0
AUD525,TRIP221,06-02-2024 06:08:44,524,55,normal,0
AUD526,TRIP221,06-02-2024 06:08:45,525,58,normal,0
AUD527,TRIP221,06-02-2024 06:08:46,526,50,quiet,0
AUD528,TRIP221,06-02-2024 06:08:47,527,53,quiet,0
AUD529,TRIP221,06-02-2024 06:08:48,528,69,conversation,0
AUD530,TRIP221,06-02-2024 06:08:49,529,51,quiet,0
AUD531,TRIP221,06-02-2024 06:08:50,530,51,quiet,0
AUD532,TRIP221,06-02-2024 06:08:51,531,60,normal,0
AUD533,TRIP221,06-02-2024 06:08:52,532,63,conversation,0
AUD534,TRIP221,06-02-2024 06:08:53,533,68,conversation,0
AUD535,TRIP221,06-02-2024 06:08:54,534,53,quiet,0
AUD536,TRIP221,06-02-2024 06:08:55,535,58,normal,0
AUD537,TRIP221,06-02-2024 06:08:56,536,52,quiet,0
AUD538,TRIP221,06-02-2024 06:08:57,537,55,normal,0
AUD539,TRIP221,06-02-2024 06:08:58,538,65,conversation,0
AUD540,TRIP221,06-02-2024 06:08:59,539,55,normal,0
AUD541,TRIP221,06-02-2024 06:09:00,540,67,conversation,0
AUD542,TRIP221,06-02-2024 06:09:01,541,63,conversation,0
AUD543,TRIP221,06-02-2024 06:09:02,542,61,normal,0
AUD544,TRIP221,06-02-2024 06:09:03,543,56,normal,0
AUD545,TRIP221,06-02-2024 06:09:04,544,55,normal,0
AUD546,TRIP221,06-02-2024 06:09:05,545,70,conversation,0
AUD547,TRIP221,06-02-2024 06:09:06,546,68,conversation,0
AUD548,TRIP221,06-02-2024 06:09:07,547,51,quiet,0
AUD549,TRIP221,06-02-2024 06:09:08,548,58,normal,0
AUD550,TRIP221,06-02-2024 06:09:09,549,58,normal,0
AUD551,TRIP221,06-02-2024 06:09:10,550,61,normal,0
AUD552,TRIP221,06-02-2024 06:09:11,551,56,normal,0
AUD553,TRIP221,06-02-2024 06:09:12,552,58,normal,0
AUD554,TRIP221,06-02-2024 06:09:13,553,53,quiet,0
AUD555,TRIP221,06-02-2024 06:09:14,554,58,normal,0
AUD556,TRIP221,06-02-2024 06:09:15,555,61,normal,0
AUD557,TRIP221,06-02-2024 06:09:16,556,63,conversation,0
AUD558,TRIP221,06-02-2024 06:09:17,557,56,normal,0
AUD559,TRIP221,06-02-2024 06:09:18,558,50,quiet,0
AUD560,TRIP221,06-02-2024 06:09:19,559,55,normal,0
AUD561,TRIP221,06-02-2024 06:09:20,560,65,conversation,0
AUD562,TRIP221,06-02-2024 06:09:21,561,54,quiet,0
AUD563,TRIP221,06-02-2024 06:09:22,562,70,conversation,0
AUD564,TRIP221,06-02-2024 06:09:23,563,61,normal,0
AUD565,TRIP221,06-02-2024 06:09:24,564,65,conversation,0
AUD566,TRIP221,06-02-2024 06:09:25,565,54,quiet,0
AUD567,TRIP221,06-02-2024 06:09:26,566,59,normal,0
AUD568,TRIP221,06-02-2024 06:09:27,567,62,conversation,0
AUD569,TRIP221,06-02-2024 06:09:28,568,50,quiet,0
AUD570,TRIP221,06-02-2024 06:09:29,569,70,conversation,0
AUD571,TRIP221,06-02-2024 06:09:30,570,57,normal,0
AUD572,TRIP221,06-02-2024 06:09:31,571,57,normal,0
AUD573,TRIP221,06-02-2024 06:09:32,572,67,conversation,0
AUD574,TRIP221,06-02-2024 06:09:33,573,58,normal,0
AUD575,TRIP221,06-02-2024 06:09:34,574,61,normal,0
AUD576,TRIP221,06-02-2024 06:09:35,575,58,normal,0
AUD577,TRIP221,06-02-2024 06:09:36,576,50,quiet,0
AUD578,TRIP221,06-02-2024 06:09:37,577,69,conversation,0
AUD579,TRIP221,06-02-2024 06:09:38,578,60,normal,0
AUD580,TRIP221,06-02-2024 06:09:39,579,68,conversation,0
AUD581,TRIP221,06-02-2024 06:09:40,580,69,conversation,0
AUD582,TRIP221,06-02-2024 06:09:41,581,58,normal,0
AUD583,TRIP221,06-02-2024 06:09:42,582,65,conversation,0
AUD584,TRIP221,06-02-2024 06:09:43,583,50,quiet,0
AUD585,TRIP221,06-02-2024 06:09:44,584,69,conversation,0
AUD586,TRIP221,06-02-2024 06:09:45,585,68,conversation,0
AUD587,TRIP221,06-02-2024 06:09:46,586,57,normal,0
AUD588,TRIP221,06-02-2024 06:09:47,587,57,normal,0
AUD589,TRIP221,06-02-2024 06:09:48,588,50,quiet,0
AUD590,TRIP221,06-02-2024 06:09:49,589,65,conversation,0
AUD591,TRIP221,06-02-2024 06:09:50,590,55,normal,0
AUD592,TRIP221,06-02-2024 06:09:51,591,68,conversation,0
AUD593,TRIP221,06-02-2024 06:09:52,592,68,conversation,0
AUD594,TRIP221,06-02-2024 06:09:53,593,54,quiet,0
AUD595,TRIP221,06-02-2024 06:09:54,594,51,quiet,0
AUD596,TRIP221,06-02-2024 06:09:55,595,54,quiet,0
AUD597,TRIP221,06-02-2024 06:09:56,596,59,normal,0
AUD598,TRIP221,06-02-2024 06:09:57,597,69,conversation,0
AUD599,TRIP221,06-02-2024 06:09:58,598,69,conversation,0
AUD600,TRIP221,06-02-2024 06:09:59,599,55,normal,0
AUD601,TRIP221,06-02-2024 06:10:00,600,51,quiet,0
AUD602,TRIP221,06-02-2024 06:10:01,601,69,conversation,0
AUD603,TRIP221,06-02-2024 06:10:02,602,62,conversation,0
AUD604,TRIP221,06-02-2024 06:10:03,603,54,quiet,0
AUD605,TRIP221,06-02-2024 06:10:04,604,54,quiet,0
AUD606,TRIP221,06-02-2024 06:10:05,605,51,quiet,0
AUD607,TRIP221,06-02-2024 06:10:06,606,67,conversation,0
AUD608,TRIP221,06-02-2024 06:10:07,607,66,conversation,0
AUD609,TRIP221,06-02-2024 06:10:08,608,57,normal,0
AUD610,TRIP221,06-02-2024 06:10:09,609,53,quiet,0
AUD611,TRIP221,06-02-2024 06:10:10,610,50,quiet,0
AUD612,TRIP221,06-02-2024 06:10:11,611,52,quiet,0
AUD613,TRIP221,06-02-2024 06:10:12,612,63,conversation,0
AUD614,TRIP221,06-02-2024 06:10:13,613,55,normal,0
AUD615,TRIP221,06-02-2024 06:10:14,614,65,conversation,0
AUD616,TRIP221,06-02-2024 06:10:15,615,68,conversation,0
AUD617,TRIP221,06-02-2024 06:10:16,616,70,conversation,0
AUD618,TRIP221,06-02-2024 06:10:17,617,68,conversation,0
AUD619,TRIP221,06-02-2024 06:10:18,618,55,normal,0
AUD620,TRIP221,06-02-2024 06:10:19,619,51,quiet,0
AUD621,TRIP221,06-02-2024 06:10:20,620,70,conversation,0
AUD622,TRIP221,06-02-2024 06:10:21,621,66,conversation,0
AUD623,TRIP221,06-02-2024 06:10:22,622,52,quiet,0
AUD624,TRIP221,06-02-2024 06:10:23,623,51,quiet,0
AUD625,TRIP221,06-02-2024 06:10:24,624,56,normal,0
AUD626,TRIP221,06-02-2024 06:10:25,625,55,normal,0
AUD627,TRIP221,06-02-2024 06:10:26,626,53,quiet,0
AUD628,TRIP221,06-02-2024 06:10:27,627,52,quiet,0
AUD629,TRIP221,06-02-2024 06:10:28,628,63,conversation,0
AUD630,TRIP221,06-02-2024 06:10:29,629,57,normal,0
AUD631,TRIP221,06-02-2024 06:10:30,630,69,conversation,0
AUD632,TRIP221,06-02-2024 06:10:31,631,50,quiet,0
AUD633,TRIP221,06-02-2024 06:10:32,632,59,normal,0
AUD634,TRIP221,06-02-2024 06:10:33,633,60,normal,0
AUD635,TRIP221,06-02-2024 06:10:34,634,69,conversation,0
AUD636,TRIP221,06-02-2024 06:10:35,635,53,quiet,0
AUD637,TRIP221,06-02-2024 06:10:36,636,50,quiet,0
AUD638,TRIP221,06-02-2024 06:10:37,637,60,normal,0
AUD639,TRIP221,06-02-2024 06:10:38,638,61,normal,0
AUD640,TRIP221,06-02-2024 06:10:39,639,53,quiet,0
AUD641,TRIP221,06-02-2024 06:10:40,640,59,normal,0
AUD642,TRIP221,06-02-2024 06:10:41,641,63,conversation,0
AUD643,TRIP221,06-02-2024 06:10:42,642,68,conversation,0
AUD644,TRIP221,06-02-2024 06:10:43,643,50,quiet,0
AUD645,TRIP221,06-02-2024 06:10:44,644,53,quiet,0
AUD646,TRIP221,06-02-2024 06:10:45,645,52,quiet,0
AUD647,TRIP221,06-02-2024 06:10:46,646,67,conversation,0
AUD648,TRIP221,06-02-2024 06:10:47,647,52,quiet,0
AUD649,TRIP221,06-02-2024 06:10:48,648,67,conversation,0
AUD650,TRIP221,06-02-2024 06:10:49,649,51,quiet,0
AUD651,TRIP221,06-02-2024 06:10:50,650,51,quiet,0
AUD652,TRIP221,06-02-2024 06:10:51,651,56,normal,0
AUD653,TRIP221,06-02-2024 06:10:52,652,58,normal,0
AUD654,TRIP221,06-02-2024 06:10:53,653,55,normal,0
AUD655,TRIP221,06-02-2024 06:10:54,654,63,conversation,0
AUD656,TRIP221,06-02-2024 06:10:55,655,69,conversation,0
AUD657,TRIP221,06-02-2024 06:10:56,656,52,quiet,0
AUD658,TRIP221,06-02-2024 06:10:57,657,68,conversation,0
AUD659,TRIP221,06-02-2024 06:10:58,658,50,quiet,0
AUD660,TRIP221,06-02-2024 06:10:59,659,63,conversation,0
AUD661,TRIP221,06-02-2024 06:11:00,660,52,quiet,0
AUD662,TRIP221,06-02-2024 06:11:01,661,55,normal,0
AUD663,TRIP221,06-02-2024 06:11:02,662,62,conversation,0
AUD664,TRIP221,06-02-2024 06:11:03,663,53,quiet,0
AUD665,TRIP221,06-02-2024 06:11:04,664,51,quiet,0
AUD666,TRIP221,06-02-2024 06:11:05,665,67,conversation,0
AUD667,TRIP221,06-02-2024 06:11:06,666,61,normal,0
AUD668,TRIP221,06-02-2024 06:11:07,667,51,quiet,0
AUD669,TRIP221,06-02-2024 06:11:08,668,52,quiet,0
AUD670,TRIP221,06-02-2024 06:11:09,669,55,normal,0
AUD671,TRIP221,06-02-2024 06:11:10,670,63,conversation,0
AUD672,TRIP221,06-02-2024 06:11:11,671,61,normal,0
AUD673,TRIP221,06-02-2024 06:11:12,672,54,quiet,0
AUD674,TRIP221,06-02-2024 06:11:13,673,68,conversation,0
AUD675,TRIP221,06-02-2024 06:11:14,674,57,normal,0
AUD676,TRIP221,06-02-2024 06:11:15,675,60,normal,0
AUD677,TRIP221,06-02-2024 06:11:16,676,65,conversation,0
AUD678,TRIP221,06-02-2024 06:11:17,677,50,quiet,0
AUD679,TRIP221,06-02-2024 06:11:18,678,69,conversation,0
AUD680,TRIP221,06-02-2024 06:11:19,679,62,conversation,0
AUD681,TRIP221,06-02-2024 06:11:20,680,51,quiet,0
AUD682,TRIP221,06-02-2024 06:11:21,681,52,quiet,0
AUD683,TRIP221,06-02-2024 06:11:22,682,67,conversation,0
AUD684,TRIP221,06-02-2024 06:11:23,683,50,quiet,0
AUD685,TRIP221,06-02-2024 06:11:24,684,60,normal,0
AUD686,TRIP221,06-02-2024 06:11:25,685,62,conversation,0
AUD687,TRIP221,06-02-2024 06:11:26,686,67,conversation,0
AUD688,TRIP221,06-02-2024 06:11:27,687,57,normal,0
AUD689,TRIP221,06-02-2024 06:11:28,688,67,conversation,0
AUD690,TRIP221,06-02-2024 06:11:29,689,66,conversation,0
AUD691,TRIP221,06-02-2024 06:11:30,690,69,conversation,0
AUD692,TRIP221,06-02-2024 06:11:31,691,69,conversation,0
AUD693,TRIP221,06-02-2024 06:11:32,692,67,conversation,0
AUD694,TRIP221,06-02-2024 06:11:33,693,54,quiet,0
AUD695,TRIP221,06-02-2024 06:11:34,694,64,conversation,0
AUD696,TRIP221,06-02-2024 06:11:35,695,56,normal,0
AUD697,TRIP221,06-02-2024 06:11:36,696,62,conversation,0
AUD698,TRIP221,06-02-2024 06:11:37,697,69,conversation,0
AUD699,TRIP221,06-02-2024 06:11:38,698,61,normal,0
AUD700,TRIP221,06-02-2024 06:11:39,699,56,normal,0
AUD701,TRIP221,06-02-2024 06:11:40,700,67,conversation,0
AUD702,TRIP221,06-02-2024 06:11:41,701,51,quiet,0
AUD703,TRIP221,06-02-2024 06:11:42,702,56,normal,0
AUD704,TRIP221,06-02-2024 06:11:43,703,69,conversation,0
AUD705,TRIP221,06-02-2024 06:11:44,704,65,conversation,0
AUD706,TRIP221,06-02-2024 06:11:45,705,61,normal,0
AUD707,TRIP221,06-02-2024 06:11:46,706,58,normal,0
AUD708,TRIP221,06-02-2024 06:11:47,707,55,normal,0
AUD709,TRIP221,06-02-2024 06:11:48,708,58,normal,0
AUD710,TRIP221,06-02-2024 06:11:49,709,53,quiet,0
AUD711,TRIP221,06-02-2024 06:11:50,710,55,normal,0
AUD712,TRIP221,06-02-2024 06:11:51,711,52,quiet,0
AUD713,TRIP221,06-02-2024 06:11:52,712,50,quiet,0
AUD714,TRIP221,06-02-2024 06:11:53,713,66,conversation,0
AUD715,TRIP221,06-02-2024 06:11:54,714,50,quiet,0
AUD716,TRIP221,06-02-2024 06:11:55,715,68,conversation,0
AUD717,TRIP221,06-02-2024 06:11:56,716,57,normal,0
AUD718,TRIP221,06-02-2024 06:11:57,717,58,normal,0
AUD719,TRIP221,06-02-2024 06:11:58,718,67,conversation,0
AUD720,TRIP221,06-02-2024 06:11:59,719,55,normal,0
AUD721,TRIP221,06-02-2024 06:12:00,720,97,argument,1
AUD722,TRIP221,06-02-2024 06:12:01,721,91,very_loud,1
AUD723,TRIP221,06-02-2024 06:12:02,722,89,loud,1
AUD724,TRIP221,06-02-2024 06:12:03,723,97,argument,1
AUD725,TRIP221,06-02-2024 06:12:04,724,82,loud,1
AUD726,TRIP221,06-02-2024 06:12:05,725,88,loud,2
AUD727,TRIP221,06-02-2024 06:12:06,726,86,loud,3
AUD728,TRIP221,06-02-2024 06:12:07,727,85,loud,4
AUD729,TRIP221,06-02-2024 06:12:08,728,91,very_loud,1
AUD730,TRIP221,06-02-2024 06:12:09,729,85,loud,1
AUD731,TRIP221,06-02-2024 06:12:10,730,84,loud,2
AUD732,TRIP221,06-02-2024 06:12:11,731,86,loud,3
AUD733,TRIP221,06-02-2024 06:12:12,732,97,argument,1
AUD734,TRIP221,06-02-2024 06:12:13,733,96,argument,2
AUD735,TRIP221,06-02-2024 06:12:14,734,93,very_loud,1
AUD736,TRIP221,06-02-2024 06:12:15,735,96,argument,1
AUD737,TRIP221,06-02-2024 06:12:16,736,94,very_loud,1
AUD738,TRIP221,06-02-2024 06:12:17,737,87,loud,1
AUD739,TRIP221,06-02-2024 06:12:18,738,97,argument,1
AUD740,TRIP221,06-02-2024 06:12:19,739,88,loud,1
AUD741,TRIP221,06-02-2024 06:12:20,740,96,argument,1
AUD742,TRIP221,06-02-2024 06:12:21,741,86,loud,1
AUD743,TRIP221,06-02-2024 06:12:22,742,85,loud,2
AUD744,TRIP221,06-02-2024 06:12:23,743,84,loud,3
AUD745,TRIP221,06-02-2024 06:12:24,744,85,loud,4
AUD746,TRIP221,06-02-2024 06:12:25,745,98,argument,1
AUD747,TRIP221,06-02-2024 06:12:26,746,89,loud,1
AUD748,TRIP221,06-02-2024 06:12:27,747,84,loud,2
AUD749,TRIP221,06-02-2024 06:12:28,748,89,loud,3
AUD750,TRIP221,06-02-2024 06:12:29,749,82,loud,4
AUD751,TRIP221,06-02-2024 06:12:30,750,90,very_loud,1
AUD752,TRIP221,06-02-2024 06:12:31,751,65,conversation,0
AUD753,TRIP221,06-02-2024 06:12:32,752,51,quiet,0
AUD754,TRIP221,06-02-2024 06:12:33,753,65,conversation,0
AUD755,TRIP221,06-02-2024 06:12:34,754,59,normal,0
AUD756,TRIP221,06-02-2024 06:12:35,755,56,normal,0
AUD757,TRIP221,06-02-2024 06:12:36,756,57,normal,0
AUD758,TRIP221,06-02-2024 06:12:37,757,56,normal,0
AUD759,TRIP221,06-02-2024 06:12:38,758,62,conversation,0
AUD760,TRIP221,06-02-2024 06:12:39,759,54,quiet,0
AUD761,TRIP221,06-02-2024 06:12:40,760,53,quiet,0
AUD762,TRIP221,06-02-2024 06:12:41,761,69,conversation,0
AUD763,TRIP221,06-02-2024 06:12:42,762,62,conversation,0
AUD764,TRIP221,06-02-2024 06:12:43,763,69,conversation,0
AUD765,TRIP221,06-02-2024 06:12:44,764,61,normal,0
AUD766,TRIP221,06-02-2024 06:12:45,765,60,normal,0
AUD767,TRIP221,06-02-2024 06:12:46,766,51,quiet,0
AUD768,TRIP221,06-02-2024 06:12:47,767,65,conversation,0
AUD769,TRIP221,06-02-2024 06:12:48,768,64,conversation,0
AUD770,TRIP221,06-02-2024 06:12:49,769,70,conversation,0
AUD771,TRIP221,06-02-2024 06:12:50,770,63,conversation,0
AUD772,TRIP221,06-02-2024 06:12:51,771,65,conversation,0
AUD773,TRIP221,06-02-2024 06:12:52,772,64,conversation,0
AUD774,TRIP221,06-02-2024 06:12:53,773,52,quiet,0
AUD775,TRIP221,06-02-2024 06:12:54,774,52,quiet,0
AUD776,TRIP221,06-02-2024 06:12:55,775,64,conversation,0
AUD777,TRIP221,06-02-2024 06:12:56,776,52,quiet,0
AUD778,TRIP221,06-02-2024 06:12:57,777,68,conversation,0
AUD779,TRIP221,06-02-2024 06:12:58,778,70,conversation,0
AUD780,TRIP221,06-02-2024 06:12:59,779,56,normal,0
AUD781,TRIP221,06-02-2024 06:13:00,780,62,conversation,0
AUD782,TRIP221,06-02-2024 06:13:01,781,61,normal,0
AUD783,TRIP221,06-02-2024 06:13:02,782,68,conversation,0
AUD784,TRIP221,06-02-2024 06:13:03,783,58,normal,0
AUD785,TRIP221,06-02-2024 06:13:04,784,56,normal,0
AUD786,TRIP221,06-02-2024 06:13:05,785,66,conversation,0
AUD787,TRIP221,06-02-2024 06:13:06,786,57,normal,0
AUD788,TRIP221,06-02-2024 06:13:07,787,52,quiet,0
AUD789,TRIP221,06-02-2024 06:13:08,788,56,normal,0
AUD790,TRIP221,06-02-2024 06:13:09,789,62,conversation,0
AUD791,TRIP221,06-02-2024 06:13:10,790,56,normal,0
AUD792,TRIP221,06-02-2024 06:13:11,791,66,conversation,0
AUD793,TRIP221,06-02-2024 06:13:12,792,62,conversation,0
AUD794,TRIP221,06-02-2024 06:13:13,793,70,conversation,0
AUD795,TRIP221,06-02-2024 06:13:14,794,63,conversation,0
AUD796,TRIP221,06-02-2024 06:13:15,795,50,quiet,0
AUD797,TRIP221,06-02-2024 06:13:16,796,52,quiet,0
AUD798,TRIP221,06-02-2024 06:13:17,797,66,conversation,0
AUD799,TRIP221,06-02-2024 06:13:18,798,62,conversation,0
AUD800,TRIP221,06-02-2024 06:13:19,799,50,quiet,0
AUD801,TRIP221,06-02-2024 06:13:20,800,64,conversation,0
AUD802,TRIP221,06-02-2024 06:13:21,801,60,normal,0
AUD803,TRIP221,06-02-2024 06:13:22,802,51,quiet,0
AUD804,TRIP221,06-02-2024 06:13:23,803,57,normal,0
AUD805,TRIP221,06-02-2024 06:13:24,804,62,conversation,0
AUD806,TRIP221,06-02-2024 06:13:25,805,62,conversation,0
AUD807,TRIP221,06-02-2024 06:13:26,806,67,conversation,0
AUD808,TRIP221,06-02-2024 06:13:27,807,69,conversation,0
AUD809,TRIP221,06-02-2024 06:13:28,808,53,quiet,0
AUD810,TRIP221,06-02-2024 06:13:29,809,60,normal,0
AUD811,TRIP221,06-02-2024 06:13:30,810,52,quiet,0
AUD812,TRIP221,06-02-2024 06:13:31,811,68,conversation,0
AUD813,TRIP221,06-02-2024 06:13:32,812,65,conversation,0
AUD814,TRIP221,06-02-2024 06:13:33,813,62,conversation,0
AUD815,TRIP221,06-02-2024 06:13:34,814,59,normal,0
AUD816,TRIP221,06-02-2024 06:13:35,815,52,quiet,0
AUD817,TRIP221,06-02-2024 06:13:36,816,68,conversation,0
AUD818,TRIP221,06-02-2024 06:13:37,817,66,conversation,0
AUD819,TRIP221,06-02-2024 06:13:38,818,51,quiet,0
AUD820,TRIP221,06-02-2024 06:13:39,819,62,conversation,0
AUD821,TRIP221,06-02-2024 06:13:40,820,55,normal,0
AUD822,TRIP221,06-02-2024 06:13:41,821,53,quiet,0
AUD823,TRIP221,06-02-2024 06:13:42,822,52,quiet,0
AUD824,TRIP221,06-02-2024 06:13:43,823,70,conversation,0
AUD825,TRIP221,06-02-2024 06:13:44,824,68,conversation,0
AUD826,TRIP221,06-02-2024 06:13:45,825,69,conversation,0
AUD827,TRIP221,06-02-2024 06:13:46,826,52,quiet,0
